idDBLP,idScholar,DBLP_Match,Scholar_Match,Match_ID
journals/vldb/NgS98,url:http://www.springerlink.com/index/85D6LYCWB48DWBKW.pdf,2387,13414,2387_13414
conf/vldb/PereiraFLS00,KAW0nLm2wVAJ,1313,50959,1313_50959
conf/sigmod/ChaudhuriMN99,U0w9W7YcsZwJ,999,12049,999_12049
conf/vldb/DongHLPW01,HWylSJiWUsgJ,1043,5998,1043_5998
conf/vldb/DongHLPW01,C_H34ddegI8J,1043,59621,1043_59621
conf/vldb/HammelP02,SU2XS1MVb40J,2245,6007,2245_6007
conf/sigmod/Bonnet02,bqyt1789jJ8J,462,6026,462_6026
conf/vldb/Gibbons01,tYtl6ZxQ-_YJ,1099,60269,1099_60269
conf/sigmod/HoAMS97,1HAB-tuw7N4J,1303,36341,1303_36341
conf/sigmod/MarklL02,b7IXEwTLIHAJ,565,6150,565_6150
conf/sigmod/FreireHRRS02,1p-q7eofLWIJ,522,6171,522_6171
journals/tods/PolyzoisG94,LoL0Yu6h4VAJ,2309,6195,2309_6195
conf/sigmod/DuSD95,Vl7gY6FsOOYJ,1606,6214,1606_6214
journals/vldb/RahmB01,OmmFvfvPT6MJ,2491,11113,2491_11113
conf/vldb/CeriFP99,8OrOAQnaveIJ,1479,63010,1479_63010
conf/vldb/RossS97,mrH-8zANwLwJ,1671,6261,1671_6261
journals/tods/Chen95,1px2xYEVMzwJ,2250,6268,2250_6268
conf/vldb/WienerN95,Y1lEnVPl6d8J,52,6362,52_6362
conf/sigmod/ChenJDTW00,fg5EE6R7xYwJ,844,6367,844_6367
conf/sigmod/NaumanS98,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D276369%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1116,6409,1116_6409
journals/tods/MayL02,ky-2yjNGtW8J,930,6411,930_6411
journals/sigmod/ClementiniF00,9_GTdteKEYsJ,302,6435,302_6435
conf/sigmod/GangulyGMS96,05ZgvGyhSC0J,1470,6450,1470_6450
journals/vldb/BonczK99,ATjnxh8X_f0J,2378,6453,2378_6453
conf/sigmod/ZadorozhnyRVUB02,xmE1380_4E4J,395,6462,395_6462
journals/tods/Hellerstein98,q8m4M7OxSSAJ,2356,6476,2356_6476
conf/sigmod/BrunoKS02,GahdNMZNCWgJ,539,6494,539_6494
conf/sigmod/TrisoliniLN99,cFMtMf7bLzIJ,980,6620,980_6620
journals/sigmod/Snodgrass02b,KENWBobILMwJ,2591,6646,2591_6646
conf/vldb/ChanFFGR02,ZFI7XBuonJAJ,2131,6647,2131_6647
journals/sigmod/BernsteinBCDFGGHHJLMNPSU98,Syu5W-3uFFAJ,385,6663,385_6663
conf/vldb/AnciauxBBPV01,PFEvlg2DiMkJ,1227,6674,1227_6674
conf/vldb/DonjerkovicR99,Eq1w4LPv_igJ,1433,60504,1433_60504
conf/vldb/GarofalakisG01,SHDQQrfJ3BMJ,2170,45283,2170_45283
journals/sigmod/NorrieBSW94,q6YVJJgD1uQJ,925,6759,925_6759
conf/sigmod/HellersteinA00,Gsb6dnkFBMoJ,792,9473,792_9473
journals/sigmod/LiefkeS00,N0eowMtIAukJ,283,6852,283_6852
conf/sigmod/WangZS95,QHrpE-XaLoMJ,1686,6865,1686_6865
conf/vldb/BergerBSW03,kADCX48-o5IJ,2041,6899,2041_6899
journals/sigmod/ONeilG95,YNkY3rC_4zQJ,868,6914,868_6914
journals/sigmod/ONeilG95,ZF4UVaOvyTIJ,868,12040,868_12040
journals/sigmod/ONeilG95,51gKshu0CWcJ,868,51035,868_51035
journals/vldb/ScheuermannWZ98,Q_JRmsXFEM4J,2438,6942,2438_6942
conf/sigmod/OzdenRSS96, ,1355,6952,1355_6952
journals/sigmod/PalpanasPKG03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D959074%26type%3Dpdf%26dl%3DGUIDE%26dl%3Dacm%26CFID%3D11111111%26CFTOKEN%3D2222222,1876,7008,1876_7008
journals/sigmod/PalpanasPKG03,KQ6elbYA84QJ,1876,55168,1876_55168
conf/sigmod/KalnisNOPT02,ipAB8UMS7QkJ,401,7027,401_7027
conf/sigmod/GarofalakisGRSS00,5uvR4kU1UOoJ,864,10093,864_10093
conf/vldb/Leymann03,url:http://www.vldb.org/conf/2003/papers/S32P01.pdf,2047,7054,2047_7054
journals/sigmod/Ahlberg96,4bBje8qkHVgJ,752,7056,752_7056
conf/sigmod/RaoZML02,c2PgXbSSAFcJ,488,7163,488_7163
conf/vldb/OoiGT98,LJdSx1Di81MJ,1636,7190,1636_7190
journals/sigmod/Qian96,NiswbODuzhAJ,703,7203,703_7203
conf/sigmod/Freeston95,Fr8CPbK-IFIJ,1476,7206,1476_7206
conf/vldb/LuoNEW03,8n1UIzMm4VMJ,2106,7249,2106_7249
conf/sigmod/HernandezS95,CckDkmI4U3wJ,1600,19794,1600_19794
conf/vldb/Dayal99,url:http://portal.acm.org/citation.cfm%3Fid%3D645925.671502,1607,7276,1607_7276
conf/sigmod/FernandezFKLS98,fNDX0gaFmB0J,1091,7285,1091_7285
journals/sigmod/FowlerPNB99,VgTAaMMYkvAJ,456,11521,456_11521
journals/sigmod/FowlerPNB99,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D310060%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,456,18155,456_18155
journals/sigmod/FowlerPNB99,OewAZ4AUDOQJ,456,46902,456_46902
journals/sigmod/FowlerPNB99,IgAEpc8ulvYJ,456,49255,456_49255
journals/tods/LechtenborgerV03,94m93uP4GM4J,954,7339,954_7339
journals/sigmod/JainH94,iQMUP3fkvo4J,806,7347,806_7347
journals/sigmod/JainH94,taphZimnV-gJ,806,35227,806_35227
conf/sigmod/Cattell94,QgR0DgMbdgIJ,1817,7369,1817_7369
conf/sigmod/LeeKOTM00,C8RLbWKCgicJ,840,7380,840_7380
conf/vldb/PellenkoftLK97,mCU3zHcPfCsJ,1907,7402,1907_7402
conf/vldb/PellenkoftLK97,793XPMTdcBEJ,1907,58936,1907_58936
conf/vldb/Fecteau95,LhjvKpDcJKUJ,124,7407,124_7407
conf/sigmod/KotidisR98,CpHJwU8o-BkJ,1137,7495,1137_7495
journals/vldb/BraumandlKKKKSS01,dURGvGhlWbsJ,2476,7504,2476_7504
conf/vldb/Schnase00,OdaRU442nm0J,1293,7509,1293_7509
journals/vldb/Bertino94,ylP7n4GU-DQJ,2565,7510,2565_7510
journals/sigmod/UrbanDG96,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D381892%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,697,7529,697_7529
journals/sigmod/YaoG02,ARLe7W8EvDoJ,67,14320,67_14320
conf/vldb/Mohan96,wYwNJy4GsEYJ,1843,7541,1843_7541
conf/vldb/Gentili01,2j1dalv3kCEJ,1279,7555,1279_7555
conf/sigmod/HellersteinW02,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D564788%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,464,7608,464_7608
conf/vldb/ShiSZ03, ,2094,7679,2094_7679
journals/vldb/RamamohanaraoH94,UiWvxN_y9SAJ,2566,7710,2566_7710
conf/vldb/SeidlK97,LZGFMX7pdCkJ,1712,19181,1712_19181
conf/sigmod/AdaliBSS98,rYC-j_j4Yv0J,1090,21632,1090_21632
conf/vldb/AgrawalS94,P0age7qyZacJ,96,7823,96_7823
conf/vldb/AgrawalS94,VwFLRQytbu4J,96,36643,96_36643
conf/vldb/TsatalosSI94,--1aoAaGkgQJ,225,11534,225_11534
journals/vldb/TsatalosSI96,zt5Ck1PrGf0J,2505,7914,2505_7914
journals/vldb/TsatalosSI96,--1aoAaGkgQJ,2505,11534,2505_11534
journals/sigmod/FrewD97,5jMT1PENhSIJ,574,7924,574_7924
conf/sigmod/LabioWGG00,EhR3fz7f7vcJ,760,7930,760_7930
conf/sigmod/Mohan94,Ft1YZIFfu0cJ,1735,7996,1735_7996
journals/sigmod/MedeirosP94,chmPCuLihZoJ,1006,46560,1006_46560
journals/sigmod/Mani03,FgLCpqaf8C8J,1883,8091,1883_8091
conf/vldb/GoldmanSVG98,pweOUtA2iTAJ,1559,14895,1559_14895
journals/sigmod/SantucciT96,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D245898%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,748,8113,748_8113
conf/vldb/ManolopoulosT01,hr5OGCJqc2MJ,1150,8147,1150_8147
journals/sigmod/Cardelli01,UYAoi4DYOXUJ,204,8157,204_8157
journals/tods/BertinoBFS98,5Zpm_QmAfv4J,2366,8235,2366_8235
conf/vldb/LimWPVP02,9kl_hTyQtmQJ,2230,8237,2230_8237
journals/sigmod/EisenbergM98, ,601,8245,601_8245
conf/vldb/BerckenS01,BJ8i-uzFQi4J,1140,8290,1140_8290
conf/vldb/BerckenS01,fhbW320LsusJ,1140,20193,1140_20193
conf/sigmod/LometT99,JvZ9JWtn72QJ,1017,8319,1017_8319
journals/sigmod/BarclayBGS94,wPhDoeiINQsJ,989,52051,989_52051
conf/vldb/BaulierBKS98,dNK16sHm9eUJ,1543,8359,1543_8359
conf/sigmod/Spiro98,u4ZAi-DRoHkJ,1250,8378,1250_8378
conf/vldb/MarronL01,a3aecJJ58NIJ,1269,15821,1269_15821
conf/sigmod/ZhouWGGZWXYF03,AwFxLUGiceUJ,428,8432,428_8432
conf/vldb/ChienVZTZ02,uUmeAkW_FFUJ,2220,8446,2220_8446
conf/vldb/ChienVZTZ02,SgUc7R0GR6QJ,2220,21988,2220_21988
conf/sigmod/LivnyRBCDLMW97a,vshQbbpnQiUJ,1322,8497,1322_8497
conf/vldb/ChenJLP03,BGcx_nZKM4wJ,2078,8694,2078_8694
conf/vldb/Dyreson96,AfM_N94rVD0J,2610,8749,2610_8749
journals/vldb/LinJF94,vmxFQL7lhKoJ,2561,8786,2561_8786
journals/tods/FormicaGM98,PtcmzsfKYrsJ,2355,8800,2355_8800
conf/sigmod/AmbiteABKMMMPT98,iE-UE2bDGZ8J,1188,8809,1188_8809
conf/vldb/AlonsoHST97,iRJV85kKVgwJ,1719,9026,1719_9026
conf/vldb/DavisonG94,fN8wW3Y4FJkJ,232,9033,232_9033
conf/sigmod/TomasicABKNR97,6CpWnsUqJNIJ,1361,11527,1361_11527
conf/sigmod/NestorovAM98,5icRoG_Vmc0J,1149,9079,1149_9079
journals/tods/AndriesCPB01,iMGwasyHkgIJ,2335,14838,2335_14838
conf/sigmod/Stonebraker03,_CGWFOx5yt0J,322,9271,322_9271
journals/sigmod/Qian95a,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D212022%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,787,9337,787_9337
conf/vldb/ShahDR03,Zlk6Tn-sPxwJ,2072,49564,2072_49564
journals/vldb/NybergBCGL95,A1phylxPkl4J,2535,9380,2535_9380
journals/vldb/NybergBCGL95,RhKSGU-DhQUJ,2535,13928,2535_13928
journals/vldb/VerykiosME03,khdP4spNnPoJ,2460,9382,2460_9382
journals/sigmod/HanBP01, ,130,56579,130_56579
conf/vldb/CareyK98,MCuFKbwcWIIJ,1574,9394,1574_9394
journals/sigmod/LuoI02,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D601879%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,47,9465,47_9465
journals/sigmod/LuoI02,url:http://portal.acm.org/citation.cfm%3Fid%3D601858.601879%26dl%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,47,54594,47_54594
conf/sigmod/NazeriBO01,2E9I_lugGC4J,605,9478,605_9478
conf/sigmod/ProcopiucJAM02,k7RinzPIdhYJ,502,9499,502_9499
journals/sigmod/MaximilienS02,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D637417%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,2606,9537,2606_9537
journals/sigmod/MaximilienS02,hgjhR8PwNVwJ,2606,49532,2606_49532
conf/sigmod/GarofalakisG02,6EaC2CmjsmAJ,550,9541,550_9541
conf/sigmod/Jhingran00,uguuV9ATE1YJ,821,9575,821_9575
conf/vldb/Shmueli01,rEwEqoAns-gJ,1110,9611,1110_9611
conf/vldb/FlorescuLSY99,aUElZKC-txIJ,1615,9637,1615_9637
conf/sigmod/DasuJMS02,POt1WbTBB4cJ,530,9640,530_9640
journals/sigmod/AlonsoCIM95,5LlePa4wQmEJ,848,9643,848_9643
conf/sigmod/MerialdoAMMP00,Qq0WheHyVv8J,913,9649,913_9649
conf/vldb/Bar-YossefBCFW00, ,1156,9672,1156_9672
conf/vldb/ChengGKLLQS99,p4Q8x9UmngkJ,1614,9694,1614_9694
conf/vldb/ChristopheBPV00,8DRB_dYz2CgJ,1400,9720,1400_9720
conf/vldb/MuntzR94,o9DfGI9zsloJ,162,9744,162_9744
conf/vldb/YanA94,8j5i7YJQnNAJ,203,9764,203_9764
journals/vldb/JagadishACLNPPSWWY02,zaDlTkyGASQJ,2468,52026,2468_52026
conf/vldb/LevyRO96,e_vUPQi8-xIJ,2582,9781,2582_9781
conf/vldb/AltinelBKMPR03,wIlHF5DfRbMJ,2009,9806,2009_9806
conf/vldb/AltinelBKMPR03,hd5JHUAr6z4J,2009,13720,2009_13720
journals/vldb/IoannidisNSS97,if5vzPT-qIAJ,2419,9823,2419_9823
conf/vldb/PossP03,DYZlq4rntjwJ,2028,9836,2028_9836
conf/vldb/LudasaherGM00,H4hHa7dQdSAJ,1317,9874,1317_9874
conf/vldb/HaasKWY97,U09WdB3GIK4J,1913,12014,1913_12014
journals/tods/GravanoGT99,aXLcAfb2y5kJ,2374,9938,2374_9938
journals/vldb/HarderR96,pWXIPx5lA7gJ,2517,9995,2517_9995
conf/vldb/PitouraC99,6VU-VxcDsFsJ,1534,10012,1534_10012
conf/vldb/MadhavanH03,ujCYoqKS6BcJ,2108,55359,2108_55359
conf/sigmod/BersonGMJ94,wsG_Q2jbgCAJ,1758,23874,1758_23874
conf/sigmod/BersonGMJ94,bw_c9Mk0_7IJ,1758,29208,1758_29208
journals/sigmod/LaenderRST02,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D565137%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,58,10148,58_10148
journals/sigmod/LaenderRST02,paQAZ2KXFgAJ,58,20103,58_20103
conf/vldb/PanRAMOHAMV02,F9Fe5NfpK6MJ,2148,10172,2148_10172
journals/sigmod/MusickC99,mA4kKq9Z3tYJ,510,10204,510_10204
conf/vldb/FernandezSCMS03,sn_R4N1q2SwJ,2035,10236,2035_10236
conf/vldb/BerckenSW97,w90oK0t46SAJ,1689,10271,1689_10271
journals/sigmod/Qian94,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D187462%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1019,10357,1019_10357
conf/sigmod/GraySEBW94,bbWXEbBUueYJ,1762,10427,1762_10427
conf/sigmod/GraySEBW94,SG9kpHg_arUJ,1762,18004,1762_18004
conf/sigmod/GraySEBW94,JT61IMQEZ-QJ,1762,24512,1762_24512
journals/vldb/BonifatiCP01,FLTKBG-bw7sJ,2498,10430,2498_10430
conf/sigmod/EmbleyJN99,x8uC_9_IzUEJ,1072,14084,1072_14084
journals/tods/Galindo-LegariaR97,Vjga5yC23KIJ,2277,10514,2277_10514
journals/tods/Galindo-LegariaR97,g4p3K22hY_oJ,2277,29520,2277_29520
journals/tods/ChaudhuriS99,QCFUIVkspywJ,2375,10565,2375_10565
journals/sigmod/GriffinK98,Qvl2bcDAyqEJ,589,13297,589_13297
conf/vldb/MeccaCM01,Ph7ZpmdNOPEJ,1037,10595,1037_10595
journals/tods/FraternaliT95,8k0tS22xvPcJ,2264,10597,2264_10597
conf/sigmod/HellersteinN96,_hDCldPyum0J,1512,10615,1512_10615
conf/sigmod/BlottRS96,4aSEl4haaq4J,1524,10661,1524_10661
conf/vldb/Cluet03,faRBjw1op8YJ,2043,10687,2043_10687
conf/sigmod/ChooOLCGBPS96,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D280357%26type%3Dpdf%26dl%3Dportal%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1489,61060,1489_61060
conf/sigmod/Olson95,nJycrIdh5E4J,1575,10765,1575_10765
conf/sigmod/SchleimerWA03,nCRFjDfhOmcJ,272,10767,272_10767
conf/sigmod/VitterW99,P5oJUiow7lsJ,947,10773,947_10773
conf/vldb/MankuM02,WS4ljty1ff8J,2227,10835,2227_10835
conf/vldb/SakuraiYUK00,K2xCMgImpVkJ,1343,10846,1343_10846
conf/sigmod/LeeWMS01,OFXL5KsJiWcJ,610,10869,610_10869
journals/sigmod/BergamaschiCV99,4C9A2HGs4qsJ,442,39336,442_39336
conf/vldb/Pogue98,bYLjqg3pPNgJ,1788,10913,1788_10913
conf/sigmod/KeoghCMP01,QTzuiNlMnR4J,733,10942,733_10942
journals/tods/ChakrabartiKMP02,eHY42LnL_lsJ,942,13811,942_13811
conf/sigmod/WynblattN01,PVUtZWBcxlAJ,708,10951,708_10951
conf/sigmod/MaddenSHR02,7n7LvbccBZoJ,400,25071,400_25071
journals/vldb/CandanLS00,nXvDy_QqSd4J,2397,11015,2397_11015
conf/vldb/StathatosRB97,JH2hiRXPJcEJ,1687,15822,1687_15822
conf/vldb/Banerjee00,owfPKT5ip68J,1182,11037,1182_11037
journals/vldb/GibsonKR00,9FBwT6XFOssJ,2405,11047,2405_11047
conf/sigmod/ChaudhuriGS03,OFGtGwUHhUQJ,213,11069,213_11069
conf/vldb/TheodoratosS97,CVUC4Rc5JU8J,1669,11152,1669_11152
journals/sigmod/AndlerHEMBE96,oNYOKYvjoKgJ,670,11194,670_11194
conf/sigmod/TatarinovIHW01,jfkafZcMjgIJ,668,32747,668_32747
journals/sigmod/Manola98,VIjfH9f94xkJ,635,52686,635_52686
conf/vldb/CeriM03,hFPNVe44A04J,2187,11236,2187_11236
conf/sigmod/Norrie95,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D223883%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1661,11237,1661_11237
conf/vldb/SattlerGS03,7y1DNkciIFQJ,2053,11247,2053_11247
conf/vldb/Taylor00,Af_4cNCu3MwJ,1401,11310,1401_11310
journals/sigmod/HellersteinHM03,6ussAgzdL6oJ,1882,11315,1882_11315
conf/sigmod/ZhuS03,hIGjgc6mx0cJ,376,11354,376_11354
journals/tods/TaoPZ02,CxBJwFNdozAJ,943,11368,943_11368
journals/sigmod/BurtonM98,LOXd8JPfhpwJ,595,11440,595_11440
journals/tods/KotidisR01,04utamFvle4J,2342,11461,2342_11461
conf/vldb/SeifertS02,1VEHUogTMZMJ,2142,11493,2142_11493
conf/vldb/KoudasMJ99,dRemTC899xcJ,1467,11515,1467_11515
conf/vldb/AgrawalSX01,bpWvAVOZLbwJ,1026,11617,1026_11617
conf/vldb/ShaferAM96,5HHRNLsy0sAJ,2615,11706,2615_11706
journals/sigmod/Suciu01,_vOvQUzSV-gJ,131,11737,131_11737
conf/sigmod/Blakeley94,VLd1PgYIoN8J,1828,11818,1828_11818
conf/vldb/GohOST99,hK5EOo-Z7JMJ,1516,11825,1516_11825
conf/vldb/Jacobs97,U-98tPsJi6EJ,1727,11828,1727_11828
journals/sigmod/DiazJPa94,sG7PCEiN2xAJ,915,11831,915_11831
conf/sigmod/Suciu99,FOpGGQJyLLsJ,1077,11883,1077_11883
journals/sigmod/HalkidiBV02,GHjgDrEbqM4J,38,11886,38_11886
conf/sigmod/PatelD96,Y9z2OdhzSGQJ,1531,22382,1531_22382
conf/vldb/Johnson99,B3PwhNu8Y6IJ,1427,11953,1427_11953
conf/sigmod/JarkeQBLMS99,nSKzTBqurCwJ,1036,11984,1036_11984
conf/vldb/PfoserJT00,0IeLWfNYZEYJ,1354,11988,1354_11988
journals/sigmod/TaninBS96,KUB7XvwH30AJ,750,45264,750_45264
journals/sigmod/TaninBS96,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D245891%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,750,63036,750_63036
conf/sigmod/GibbsBT94,iS9rQqelSjMJ,1697,12108,1697_12108
conf/sigmod/Cohen98a,qfD_kxYt-dsJ,1226,12176,1226_12176
conf/vldb/NgH94,YMluKoJrxMcJ,73,53617,73_53617
conf/sigmod/ChenGK01,8OgkUeiawO0J,704,12243,704_12243
conf/vldb/RamanH01,8PPmw6A0XfkJ,1047,12250,1047_12250
conf/sigmod/VingralekBW94,rM8Ecg1WL4kJ,1723,12325,1723_12325
conf/vldb/LongS03,zU4MULiFRrYJ,2085,12345,2085_12345
conf/vldb/Cuppens96,8_HtXom0CVgJ,2607,12369,2607_12369
conf/sigmod/LiS98,Vxg-4KP7FfEJ,1194,12431,1194_12431
conf/vldb/YangG01,xQYKEHCggZQJ,1093,12443,1093_12443
journals/sigmod/BohmR94,GXApzwcGl78J,807,12482,807_12482
conf/sigmod/LeflerSW96,4b12cZc8QK4J,1445,12484,1445_12484
journals/sigmod/MeltonE01,619anaISuGEJ,163,12548,163_12548
journals/tods/DyresonS98,dvlv3BMgYrIJ,2359,12661,2359_12661
journals/vldb/EyalM01,ntrSSBumclMJ,2502,12688,2502_12688
conf/vldb/Sterling98,LlP2Fn3bzUMJ,1761,12717,1761_12717
conf/sigmod/Perna95,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D223872%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1646,12729,1646_12729
conf/sigmod/Lomet00,FiPJDs_jm54J,757,12783,757_12783
conf/sigmod/RundensteinerKRCJM96,UEaXoXn3DicJ,1484,12800,1484_12800
conf/vldb/KonigW99,6HMffRHCspAJ,1490,12850,1490_12850
conf/vldb/KarayannidisTSPMRFEB02,9KiPVAodKnYJ,2123,12873,2123_12873
conf/vldb/Atal96,PaW8zjiNR9cJ,2594,12876,2594_12876
conf/vldb/CareyCNVDRSM99,JpMllVmmnkAJ,1421,12908,1421_12908
journals/sigmod/Neven02,xAXF0HSF4h8J,74,12937,74_12937
journals/vldb/PeckhamMD95,zOfVTNgEwz0J,2548,12947,2548_12947
conf/vldb/GilbertKMS01,9rDLhwM_4mYJ,1035,12953,1035_12953
journals/sigmod/DoanPSB97,fdM1W8iEk_YJ,727,53588,727_53588
journals/sigmod/Vassilakis00,nZO8ZA4eYzYJ,285,12967,285_12967
journals/tods/DeySB99,lUIjuGqk6q4J,2319,13042,2319_13042
journals/sigmod/Suciu02,Ikk1rb4o66UJ,248,13104,248_13104
conf/vldb/ZhouS03,NlDvk5J0WwEJ,2093,13120,2093_13120
conf/vldb/HuebschHLLSS03,7y9SomIIAG0J,2104,50195,2104_50195
conf/vldb/KemmeA00, ,1198,13148,1198_13148
conf/sigmod/TsurUACMNR98,w5i-zY0c1jAJ,1215,13165,1215_13165
conf/vldb/PapakonstantinouAG96,gkbvvgj8kdUJ,1997,13169,1997_13169
conf/vldb/TeisseirePC94,w17spSGfEXYJ,147,13198,147_13198
conf/vldb/Vieille98,nlyEH7GkrjoJ,1550,13240,1550_13240
conf/sigmod/CrescenziMM02,pI0WktymowwJ,583,13296,583_13296
conf/sigmod/AchyutuniON96,eRSkDzxP1JcJ,1423,13298,1423_13298
conf/vldb/Brodie03,deEJ1JsF8RwJ,2042,13308,2042_13308
journals/sigmod/Wade96,AYtrcxExrbkJ,695,13312,695_13312
conf/sigmod/SzalayGTKMRSv02,1tKWKmyczaYJ,556,13335,556_13335
journals/tods/ChenHM95,pO6SFdVGt5QJ,2263,13357,2263_13357
conf/sigmod/YangYW00,JQuwW88-2_0J,909,13410,909_13410
conf/sigmod/AdiBEY01,3jUi_Yf4DfIJ,745,25995,745_25995
conf/sigmod/DavisonG95,96SrVGnDmMoJ,1545,13460,1545_13460
conf/vldb/SeshadriLR96, ,1825,13461,1825_13461
conf/sigmod/ThaperGIK02,sbFGKHjg-TcJ,503,13487,503_13487
conf/sigmod/BreunigKNS00,vezxTIGxNywJ,854,13538,854_13538
journals/sigmod/Grohe02,jzwiskpRLOUJ,123,13572,123_13572
journals/sigmod/AilamakiH03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D945725%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1917,13581,1917_13581
conf/vldb/AmsalegFG95,-9bXTTM_M4cJ,1923,13600,1923_13600
journals/sigmod/RamDD99,uA-E1lBgLe0J,493,38769,493_38769
conf/sigmod/ParkKKLPC98,aepGxosl6YoJ,1224,13659,1224_13659
conf/sigmod/AcharyaPR99,0dY1brFaEzgJ,1023,22714,1023_22714
conf/sigmod/GunopulosKTD00,ASfROcKWFmgJ,777,16167,777_16167
conf/vldb/HaberIL95,UM1ZozyrJnIJ,98,13709,98_13709
conf/vldb/Lesk94,nL5wl20jB-kJ,192,13723,192_13723
conf/vldb/LingLL00,yKnPPSNrDb0J,1208,13819,1208_13819
conf/sigmod/AcharyaFZ97,9OEjtHuRUzsJ,1239,18522,1239_18522
conf/vldb/SistlaYLL95,HtTNmhCJY-oJ,112,13852,112_13852
conf/vldb/YangLH03,hUMTG7HNlyAJ,2071,13854,2071_13854
conf/sigmod/ChaudhuriDY95,aaQEdfkjWN8J,1617,13857,1617_13857
conf/sigmod/JohnsonD03,5OYgUpRggiMJ,273,13887,273_13887
journals/sigmod/Stirling03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D776997%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1961,13953,1961_13953
conf/vldb/ShahabiFKF00,ln1yHhG7gdgJ,1316,13926,1316_13926
conf/vldb/GravanoG97,CduLyvAaxVsJ,1872,13996,1872_13996
journals/sigmod/RossFS02,tOa0zXK5Ba4J,15,38553,15_38553
journals/sigmod/RossAJS02,tOa0zXK5Ba4J,93,38553,93_38553
journals/sigmod/RossAA02,tOa0zXK5Ba4J,122,38553,122_38553
journals/sigmod/RossKMV02,tOa0zXK5Ba4J,251,38553,251_38553
journals/sigmod/SnodgrassHMOPRRWY98,uPBlQ76s_g4J,399,39333,399_39333
journals/sigmod/SnodgrassHMOPRRWY98,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D290599%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,399,62489,399_62489
journals/sigmod/SnodgrassGIMSU98,uPBlQ76s_g4J,606,39333,606_39333
journals/sigmod/SnodgrassGIMSU98,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D290599%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,606,62489,606_62489
journals/sigmod/Snodgrass98a,uPBlQ76s_g4J,637,39333,637_39333
